ArtID;NavnDansk;LatArt
2435;;Eriophorum russeolum ssp. russeolum
2436;;Eriophorum scheuchzeri
2437;tue-kæruld;Eriophorum vaginatum
2438;hejrenæbslægten;Erodium
2439;storblomstret hejrenæb;Erodium botrys
2440;kirtelfrugtet hejrenæb;Erodium chium
2441;storfrugtet hejrenæb;Erodium ciconium
2442;hejrenæb;Erodium cicutarium
2443;;Erodium cicutarium ssp. cicutarium
2444;;Erodium cicutarium ssp. dunense
2445;;Erodium danicum
2446;;Erodium malacoides
2447;moskus-hejrenæb;Erodium moschatum
2448;;Erodium stephanianum
2449;gæslingeblomstslægten;Erophila
2450;vår-gæslingeblomst;Erophila verna
2451;salatsennepslægten;Eruca
2452;;Eruca vesicaria
2453;salatsennep;Eruca vesicaria ssp. sativa
2454;;Erucaria
2455;;Erucaria hispanica
2456;svinesennepslægten;Erucastrum
2457;svinesennep;Erucastrum gallicum
2458;;Erucastrum nasturtiifolium
2459;mandstroslægten;Eryngium
2460;bjerg-mandstro;Eryngium campestre
2461;kæmpe-mandstro;Eryngium giganteum
2462;strand-mandstro;Eryngium maritimum
2463;russisk mandstro;Eryngium planum
2464;hjørneklapslægten;Erysimum
2465;gyldenlak-hjørneklap;Erysimum cheiranthoides
2466;;Erysimum cheiranthoides ssp. altum
2467;;Erysimum cheiranthoides ssp. cheiranthoides
2468;gyldenlak;Erysimum cheiri 
2469;;Erysimum crepidifolium
2470;;Erysimum odoratum
2471;udspærret hjørneklap;Erysimum repandum
2472;rank hjørneklap;Erysimum strictum
2473;sibirisk hjørneklap;Erysimum x allionii
2474;hundetandslægten;Erythronium
2475;hundetand;Erythronium americanum
2476;guldvalmueslægten;Eschscholzia
2477;kalifornisk guldvalmue;Eschscholzia californica
2478;næbdodderslægten;Euclidium
2479;næbdodder;Euclidium syriacum
2480;himmelroseslægten;Eudianthe
2481;himmelrose;Eudianthe coeli-rosa 
2482;benvedslægten;Euonymus
2483;benved;Euonymus europaeus
2484;hjortetrøstslægten;Eupatorium
2485;hjortetrøst;Eupatorium cannabinum
2486;rød hjortetrøst;Eupatorium purpureum
2487;vortemælkslægten;Euphorbia
2488;;Euphorbia agraria
2489;lav vortemælk;Euphorbia chamaesyce
2490;cypres-vortemælk;Euphorbia cyparissias
2491;knold-vortemælk;Euphorbia dulcis
2492;forårs-vortemælk;Euphorbia epithymoides
2493;;Euphorbia esula
2494;langbladet vortemælk;Euphorbia esula ssp. esula
2495;ris-vortemælk;Euphorbia esula ssp. tommasiniana
2496;liden vortemælk;Euphorbia exigua
2497;segl-vortemælk;Euphorbia falcata
2498;skærm-vortemælk;Euphorbia helioscopia
2499;;Euphorbia humifusa
2500;kors-vortemælk;Euphorbia lathyris
2501;plet-vortemælk;Euphorbia maculata
2502;nikkende vortemælk;Euphorbia nutans
2503;;Euphorbia oblongata
2504;strand-vortemælk;Euphorbia palustris
2505;gaffel-vortemælk;Euphorbia peplus
2506;tiltrykt vortemælk;Euphorbia prostrata
2507;vortemælkfamilien;Euphorbiaceae
2508;øjentrøstslægten;Euphrasia
2509;;Euphrasia arctica
2510;;Euphrasia arctica ssp. borealis
2511;nordisk øjentrøst;Euphrasia arctica ssp. minor
2512;;Euphrasia bottnica
2513;;Euphrasia brevipila x stricta
2514;klit-øjentrøst;Euphrasia dunensis
2515;;Euphrasia frigida
2516;;Euphrasia frigida var. frigida
2517;;Euphrasia frigida var. palustris
2518;;Euphrasia hyperborea
2519;;Euphrasia micrantha
2520;lyng-øjentrøst;Euphrasia micrantha var. micrantha
2521;;Euphrasia micrantha var. primaria
2522;;Euphrasia micrantha x nemorosa
2523;;Euphrasia micrantha x stricta
2524;;Euphrasia micrantha x stricta var. brevipila
2525;;Euphrasia micrantha x stricta var. stricta
2526;kort-øjentrøst;Euphrasia nemorosa
2527;;Euphrasia nemorosa x dunensis
2528;;Euphrasia nemorosa x stricta
2529;;Euphrasia nemorosa x stricta var. brevipila
2530;;Euphrasia nemorosa x stricta var. stricta
2531;;Euphrasia officinalis coll.
2532;;Euphrasia rostkoviana
2533;;Euphrasia rostkoviana ssp. fennica
2534;eng-øjentrøst;Euphrasia rostkoviana ssp. montana
2535;kalk-øjentrøst;Euphrasia rostkoviana ssp. rostkoviana
2536;;Euphrasia salisburgensis
2537;;Euphrasia salisburgensis var. salisburgensis
2538;;Euphrasia salisburgensis var. schoenicola
2539;;Euphrasia scottica
2540;;Euphrasia stricta
2541;kirtel-øjentrøst;Euphrasia stricta var. brevipila
2542;spids øjentrøst;Euphrasia stricta var. stricta
2543;svensk øjentrøst;Euphrasia stricta var. suecica
2544;spinkel øjentrøst;Euphrasia stricta var. tenuis
2545;;Eutrema
2546;;Eutrema edwardsii
2547;ærteblomstfamilien;Fabaceae
2548;bøgefamilien;Fagaceae
2549;boghvedeslægten;Fagopyrum
2550;almindelig boghvede;Fagopyrum esculentum
2551;tatarisk boghvede;Fagopyrum tataricum
2552;bøgslægten;Fagus
2553;bøg;Fagus sylvatica
2554;seglbladslægten;Falcaria
2555;seglblad;Falcaria vulgaris
2556;pileurtslægten ii;Fallopia
2557;;Fallopia aubertii
2558;arkitektens trøst;Fallopia baldschuanica
2559;snerle-pileurt;Fallopia convolvulus
2560;vinge-pileurt;Fallopia dumetorum
2561;;Fallopia japonica
2562;;Fallopia japonica ssp. compacta 
2563;japan-pileurt;Fallopia japonica ssp. japonica
2564;kæmpe-pileurt;Fallopia sachalinensis
2565;japan- x kæmpe-pileurt;Fallopia x bohemica
2566;svingelslægten;Festuca
2567;skov-svingel;Festuca altissima
2568;klit-svingel;Festuca arenaria
2569;strand-svingel;Festuca arundinacea
2570;;Festuca arundinacea ssp. arundinacea
2571;;Festuca arundinacea ssp. uechtritziana
2572;;Festuca arundinacea x gigantea
2573;;Festuca arundinacea x Lolium perenne
2574;;Festuca arundinacea x pratensis
2575;;Festuca baffinensis
2576;;Festuca brachyphylla
2577;bakke-svingel;Festuca brevipila
2578;finbladet svingel;Festuca filiformis
2579;bjørnegræs;Festuca gautieri 
2580;kæmpe-svingel;Festuca gigantea
2581;;Festuca gigantea x Lolium perenne
2582;;Festuca gigantea x pratensis
2583;forskelligbladet svingel;Festuca heterophylla
2584;;Festuca hyperborea
2585;fåre-svingel;Festuca ovina
2586;;Festuca ovina ssp. ovina
2587;baltisk svingel;Festuca polesica
2588;eng-svingel;Festuca pratensis
2589;;Festuca pratensis x Lolium multiflorum
2590;hybridgræs;Festuca pratensis x Lolium perenne
2591;rød svingel;Festuca rubra
2592;;Festuca rubra ssp. arctica
2593;;Festuca rubra ssp. arenaria
2594;vej-svingel;Festuca rubra ssp. commutata
2595;blågrøn svingel;Festuca rubra ssp. juncea 
2596;marsk-svingel;Festuca rubra ssp. litoralis
2597;mangeblomstret svingel;Festuca rubra ssp. megastachys
2598;;Festuca rubra ssp. oelandica
2599;;Festuca rubra ssp. rubra
2600;;Festuca rubra x Lolium perenne
2601;;Festuca vivipara
2602;;Festuca x Lolium
2603;vorterodslægten;Ficaria
2604;figenslægten;Ficus
2605;figen;Ficus carica
2606;museurtslægten i;Filago
2607;gulgrå museurt;Filago lutescens
2608;;Filago pyramidata
2609;kugle-museurt;Filago vulgaris
2610;mjødurtslægten;Filipendula
2611;kæmpe-mjødurt;Filipendula camtchatica
2612;almindelig mjødurt;Filipendula ulmaria
2613;knoldet mjødurt;Filipendula vulgaris
2614;fennikelslægten;Foeniculum
2615;fennikel;Foeniculum vulgare
2616;forsythiaslægten;Forsythia
2617;hænge-forsythia;Forsythia suspensa
2618;have-forsythia;Forsythia x intermedia
2619;jordbærslægten;Fragaria
2620;chile-jordbær;Fragaria chiloensis
2621;spansk jordbær;Fragaria moschata
2622;skov-jordbær;Fragaria vesca
2623;;Fragaria vesca x viridis
2624;skarlagen-jordbær;Fragaria virginiana
2625;bakke-jordbær;Fragaria viridis
2626;have-jordbær;Fragaria x ananassa
2627;tørstslægten;Frangula
2628;tørst;Frangula alnus
2629;;Frankenia
2630;;Frankenia pulverulenta
2631;frankeniafamilien;Frankeniaceae
2632;askslægten;Fraxinus
2633;ask;Fraxinus excelsior
2634;manna-ask;Fraxinus ornus
2635;vibeægslægten;Fritillaria
2636;kejserkrone;Fritillaria imperialis
2637;vibeæg;Fritillaria meleagris
2638;fuchsiaslægten;Fuchsia
2639;fuchsia;Fuchsia x hybrida 
2640;;Fumana
2641;;Fumana procumbens
2642;jordrøgslægten;Fumaria
2643;klatrende jordrøg;Fumaria capreolata
2644;;Fumaria densiflora
2645;;Fumaria muralis
2646;bredbladet jordrøg;Fumaria muralis ssp. boraei
2647;læge-jordrøg;Fumaria officinalis
2648;småblomstret jordrøg;Fumaria parviflora
2649;mørk jordrøg;Fumaria schleicheri
2650;smalfliget jordrøg;Fumaria vaillantii
2651;jordrøgfamilien;Fumariaceae
2652;guldstjerneslægten;Gagea
2653;almindelig guldstjerne;Gagea lutea
2654;liden guldstjerne;Gagea minima
2655;eng-guldstjerne;Gagea pratensis
2656;hyster-guldstjerne;Gagea spathacea
2657;ager-guldstjerne;Gagea villosa
2658;kokardeslægten;Gaillardia
2659;kokarde;Gaillardia pulchella
2660;;Galanthus
2661;vintergæk;Galanthus nivalis
2662;;Galax
2663;;Galax urceolata
2664;stregbælgslægten;Galega
2665;læge-stregbælg;Galega officinalis
2666;blå stregbælg;Galega orientalis
2667;hanekroslægten;Galeopsis
2668;smalbladet hanekro;Galeopsis angustifolia
2669;skov-hanekro;Galeopsis bifida
2670;;Galeopsis bifida x tetrahit
2671;sand-hanekro;Galeopsis ladanum
2672;Dunhåret hanekro;Galeopsis pubescens
2673;gul hanekro;Galeopsis segetum
2674;hamp-hanekro;Galeopsis speciosa
2675;almindelig hanekro;Galeopsis tetrahit
2676;kortstråleslægten;Galinsoga
2677;håret kortstråle;Galinsoga parviflora
2678;kirtel-kortstråle;Galinsoga quadriradiata
2679;snerreslægten;Galium
2680;smalbladet snerre;Galium album
2681;;Galium album var. album
2682;;Galium album var. angustifolium
2683;burre-snerre;Galium aparine
2684;;Galium aparine coll.
2685;trenervet snerre;Galium boreale
2686;blågrøn snerre;Galium glaucum
2687;hvid snerre;Galium mollugo
2688;bredbladet snerre;Galium mollugo var. elatum
2689;almindelig snerre;Galium mollugo var. mollugo
2690;gulhvid snerre;Galium mollugo x verum
2691;mur-snerre;Galium murale
2692;;Galium normanii
2693;;Galium normanii ssp. islandicum
2694;;Galium normanii ssp. normanii
2695;skovmærke;Galium odoratum
2696;;Galium oelandicum
2697;;Galium palustre
2698;vand-snerre;Galium palustre ssp. elongatum
2699;kær-snerre;Galium palustre ssp. palustre
2700;pariser-snerre;Galium parisiense
2701;park-snerre;Galium pumilum
2702;;Galium pumilum coll.
2703;rundbladet snerre;Galium rotundifolium
2704;lyng-snerre;Galium saxatile
2705;;Galium spurium
2706;hør-snerre;Galium spurium ssp. spurium
2707;uægte burre-snerre;Galium spurium ssp. vaillantii
2708;liden snerre;Galium sterneri
2709;;Galium suecicum
2710;skov-snerre;Galium sylvaticum
2711;vorte-snerre;Galium tricornutum
2712;;Galium trifidum
2713;;Galium triflorum
2714;sump-snerre;Galium uliginosum
2715;krat-snerre;Galium valdepilosum
2716;;Galium valdepilosum ssp. slesvicense
2717;gul snerre;Galium verum
2718;;Galium verum ssp. verum
2719;rank snerre;Galium verum ssp. wirtgenii
2720;sommerhyacintslægten;Galtonia
2721;sommerhyacint;Galtonia candicans 
2722;gniddergræsslægten;Gastridium
2723;gniddergræs;Gastridium ventricosum
2724;akshavreslægten;Gaudinia
2725;akshavre;Gaudinia fragilis
2726;visseslægten;Genista
2727;engelsk visse;Genista anglica
2728;tysk visse;Genista germanica
2729;håret visse;Genista pilosa
2730;farve-visse;Genista tinctoria
2731;;Genista tinctoria ssp. elatior
2732;;Genista tinctoria ssp. tinctoria
2733;ensianslægten i;Gentiana
2734;sne-ensian;Gentiana nivalis
2735;klokke-ensian;Gentiana pneumonanthe
2736;;Gentiana purpurea
2737;;Gentiana schithocalyx
2738;ensianfamilien;Gentianaceae
2739;ensianslægten ii;Gentianella
2740;smalbægret ensian;Gentianella amarella
2741;;Gentianella amarella x campestris
2742;;Gentianella aurea
2743;baltisk ensian;Gentianella baltica
2744;;Gentianella baltica x uliginosa
2745;;Gentianella campestris
2746;bredbægret ensian;Gentianella campestris var. campestris
2747;;Gentianella campestris var. suecica 
2748;;Gentianella detonsa
2749;;Gentianella tenella
2750;eng-ensian;Gentianella uliginosa
2751;storkenæbfamilien;Geraniaceae
2752;storkenæbslægten;Geranium
2753;;Geranium bohemicum
2754;;Geranium carolinianum
2755;;Geranium collinum
2756;storbægret storkenæb;Geranium columbinum
2757;kløftet storkenæb;Geranium dissectum
2758;spansk storkenæb;Geranium endressii
2759;iberisk storkenæb;Geranium ibericum
2760;;Geranium lanuginosum
2761;skinnende storkenæb;Geranium lucidum
2762;storrodet storkenæb;Geranium macrorrhizum
2763;blød storkenæb;Geranium molle
2764;kær-storkenæb;Geranium palustre
2765;bølgekronet storkenæb;Geranium phaeum
2766;eng-storkenæb;Geranium pratense
2767;purpur-storkenæb;Geranium purpureum 
2768;liden storkenæb;Geranium pusillum
2769;pyrenæisk storkenæb;Geranium pyrenaicum
2770;stinkende storkenæb;Geranium robertianum
2771;almindelig stinkende storkenæb;Geranium robertianum var. robertianum
2772;strand-storkenæb;Geranium robertianum var. rubricaule
2773;rundbladet storkenæb;Geranium rotundifolium
2774;blodrød storkenæb;Geranium sanguineum
2775;russisk storkenæb;Geranium sibiricum
2776;skov-storkenæb;Geranium sylvaticum
2777;nellikerodslægten;Geum
2778;;Geum aleppicum
2779;rød nellikerod;Geum coccineum
2780;;Geum hispidum
2781;;Geum hispidum x urbanum
2782;;Geum latilobum
2783;amerikansk nellikerod;Geum macrophyllum
2784;eng-nellikerod;Geum rivale
2785;høj nellikerod;Geum rivale x urbanum
2786;feber-nellikerod;Geum urbanum
2787;blåhovedslægten;Gilia
2788;;Gilia achilleaefolia
2789;blåhoved;Gilia capitata
2790;;Gilia multicaulis
2791;gladiolusslægten;Gladiolus
2792;gladiolus;Gladiolus communis
2793;;Gladiolus imbricatus
2794;;Glandularia
2795;;Glandularia laciniata
2796;;Glandularia platensis
2797;have-jernurt;Glandularia x hybrida
2798;hornskulpeslægten;Glaucium
2799;rød hornskulpe;Glaucium corniculatum
2800;strand-hornskulpe;Glaucium flavum
2801;sandkrybslægten;Glaux
2802;sandkryb;Glaux maritima
2803;korsknapslægten;Glechoma
2804;korsknap;Glechoma hederacea
2805;kugleblomstslægten;Globularia
2806;almindelig kugleblomst;Globularia vulgaris
2807;kugleblomstfamilien;Globulariaceae
2808;sødgræsslægten;Glyceria
2809;tandet sødgræs;Glyceria declinata
2810;;Glyceria declinata x fluitans
2811;manna-sødgræs;Glyceria fluitans
2812;;Glyceria fluitans x plicata
2813;;Glyceria grandis
2814;;Glyceria lithuanica
2815;høj sødgræs;Glyceria maxima
2816;butblomstret sødgræs;Glyceria notata
2817;;Glyceria striata
2818;soyabønneslægten;Glycine
2819;soyabønne;Glycine max 
2820;evighedsblomstslægten ii;Gnaphalium
2821;;Gnaphalium norvegicum
2822;;Gnaphalium supinum
2823;rank evighedsblomst;Gnaphalium sylvaticum
2824;sump-evighedsblomst;Gnaphalium uliginosum
2825;knærodslægten;Goodyera
2826;knærod;Goodyera repens
2827;netbladet knærod;Goodyera repens var. ophioides
2828;almindelig knærod;Goodyera repens var. repens
2829;nådesurtslægten;Gratiola
2830;;Gratiola neglecta
2831;læge-nådesurt;Gratiola officinalis
2832;;Grindelia
2833;;Grindelia squarrosa 
2834;vandaksslægten i;Groenlandia
2835;tæt vandaks;Groenlandia densa
2836;ribsfamilien;Grossulariaceae
2837;nigerfrøslægten;Guizotia
2838;nigerfrø;Guizotia abyssinica
2839;;Guizotia schimperi
2840;trådsporeslægten;Gymnadenia
2841;langakset trådspore;Gymnadenia conopsea
2842;;Gymnadenia conopsea var. conopsea
2843;tætblomstret trådspore;Gymnadenia conopsea ssp. densiflora
2844;;Gymnadenia conopsea x Leucorchis albida
2845;;Gymnadenia conopsea x odoratissima
2846;;Gymnadenia conopsea x Platanthera bifolia
2847;vellugtende trådspore;Gymnadenia odoratissima
2848;egebregneslægten;Gymnocarpium
2849;tredelt egebregne;Gymnocarpium dryopteris
2850;;Gymnocarpium dryopteris x robertianum
2851;;Gymnocarpium jessoense
2852;;Gymnocarpium jessoense ssp. parvulum
2853;;Gymnocarpium robertianum
2854;gipsurtslægten;Gypsophila
2855;;Gypsophila acutifolia
2856;enårig brudeslør;Gypsophila elegans
2857;;Gypsophila fastigiata
2858;mur-gipsurt;Gypsophila muralis
2859;flerårig brudeslør;Gypsophila paniculata
2860;tyrkisk gipsurt;Gypsophila pilosa
2861;klæbrig gipsurt;Gypsophila viscosa
2862;;Hablitzia
2863;;Hablitzia tamnoides
2864;vårskærmslægten;Hacquetia
2865;gul vårskærm;Hacquetia epipactis 
2866;;Hainardia
2867;lang spidshale;Hainardia cylindrica
2868;sneklokketræslægten;Halesia
2869;carolinsk sneklokketræ;Halesia carolina
2870;kilebægerslægten;Halimione
2871;tusindbladfamilien;Haloragaceae
2872;hjertelæbeslægten;Hammarbya
2873;hjertelæbe;Hammarbya paludosa
2874;;Haynaldia
2875;vedbendslægten;Hedera
2876;vedbend;Hedera helix
2877;irsk vedbend;Hedera hibernica 
2878;;Hedypnois
2879;;Hedypnois cretica
2880;hanekløverslægten;Hedysarum
2881;rød hanekløver;Hedysarum coronarium
2882;solbrudslægten;Helenium
2883;høst-solbrud;Helenium autumnale
2884;soløjeslægten;Helianthemum
2885;;Helianthemum canum
2886;;Helianthemum canum ssp. canescens
2887;;Helianthemum ledifolium ssp. lasiocarpum
2888;soløje;Helianthemum nummularium
2889;filtet soløje;Helianthemum nummularium ssp. nummularium
2890;bakke-soløje;Helianthemum nummularium ssp. obscurum
2891;;Helianthemum oelandicum
2892;solsikkeslægten;Helianthus
2893;almindelig solsikke;Helianthus annuus
2894;;Helianthus debilis
2895;;Helianthus decapetalus
2896;;Helianthus grosseserratus
2897;staude-solsikke;Helianthus pauciflorus
2898;purpur-solsikke;Helianthus petiolaris
2899;;Helianthus rigidus
2900;jordskok;Helianthus tuberosus
2901;;Helianthus x laetiflorus
2902;evighedsblomstslægten i;Helichrysum
2903;gul evighedsblomst;Helichrysum arenarium
2904;enghavreslægten;Helictotrichon
2905;eng-havre;Helictotrichon pratense
2906;dunet havre;Helictotrichon pubescens
2907;soldagøjeslægten;Heliopsis
2908;soldagøje;Heliopsis helianthoides
2909;;Heliopsis helianthoides ssp. scabra
2910;heliotropslægten;Heliotropium
2911;middelhavs-heliotrop;Heliotropium curassavicum
2912;europæisk heliotrop;Heliotropium europaeum
2913;nyserodslægten;Helleborus
2914;stinkende nyserod;Helleborus foetidus
2915;hvid julerose;Helleborus niger
2916;rød julerose;Helleborus orientalis ssp. abchasicus 
2917;plettet påskeklokke;Helleborus orientalis ssp. guttatus 
2918;storblomstret julerose;Helleborus orientalis ssp. orientalis
2919;grøn nyserod;Helleborus viridis
2920;vingekurvslægten;Helminthotheca
2921;dagliljefamilien;Hemerocallidaceae
2922;dagliljeslægten;Hemerocallis
2923;rødgul daglije;Hemerocallis fulva
2924;;Hemerocallis fulva x lilioasphodelus
2925;gul daglilje;Hemerocallis lilioasphodelus
2926;;Hemizonia
2927;;Hemizonia kelloggii
2928;;Hemizonia pungens
2929;anemoneslægten ii;Hepatica
2930;blå anemone;Hepatica nobilis
2931;ungarsk anemone;Hepatica transsilvanica
2932;bjørnekloslægten;Heracleum
2933;hårfrugtet bjørneklo;Heracleum persicum
2934;kæmpe-bjørneklo;Heracleum mantegazzianum
2935;bjørneklo;Heracleum sphondylium
2936;grønblomstret bjørneklo;Heracleum sphondylium ssp. sibiricum
2937;almindelig bjørneklo;Heracleum sphondylium ssp. sphondylium
2938;filtet bjørneklo;Heracleum stevenii
2939;pukkellæbeslægten;Herminium
2940;pukkellæbe;Herminium monorchis
2941;brudurtslægten;Herniaria
2942;;Herniaria ciliolata
2943;;Herniaria cinerea
2944;glat brudurt;Herniaria glabra
2945;håret brudurt;Herniaria hirsuta
2946;aftenstjerneslægten;Hesperis
2947;vellugtende aftenstjerne;Hesperis matronalis
2948;natviol;Hesperis tristis
2949;;Heteranthemis
2950;;Heteranthemis viscidehirta
2951;alunrodslægten;Heuchera
2952;alunrod;Heuchera micrantha x sanguinea
2953;hibiskusslægten;Hibiscus
2954;timeviser;Hibiscus trionum
2955;høgeurtslægten ii;Hieracium
2956;;Hieracium adenoceps
2957;;Hieracium aequalifolium
2958;;Hieracium alatipes
2959;;Hieracium albidulum
2960;;Hieracium altum
2961;;Hieracium argospathum
2962;;Hieracium atriceps 
2963;;Hieracium auriglandulum
2964;;Hieracium barbelliceps
2965;;Hieracium basifolium
2966;;Hieracium bupleurifolium
2967;;Hieracium caesiomurorum
2968;blågrøn høgeurt;Hieracium caesium
2969;;Hieracium chlorellum
2970;;Hieracium chrysoprasium
2971;;Hieracium ciliatiflorum 
2972;;Hieracium circulare
2973;;Hieracium contaminatum
2974;;Hieracium crebriserratum
2975;;Hieracium cruentifolium
2976;;Hieracium danicum
2977;;Hieracium dentex
2978;;Hieracium diaphanoides
2979;;Hieracium diaphanum
2980;;Hieracium ellipsoideum
2981;;Hieracium eustictiforme
2982;;Hieracium farumense
2983;;Hieracium fioniae
2984;;Hieracium foensianum
2985;;Hieracium gelertii
2986;;Hieracium gracilidens
2987;;Hieracium grandidens
2988;;Hieracium grandifoliatum
2989;;Hieracium gratiosum
2990;;Hieracium greisdalense
2991;;Hieracium homophyllum
2992;;Hieracium inconspicuum
2993;;Hieracium integratum
2994;;Hieracium jutlandicum 
2995;;Hieracium keldii 
2996;;Hieracium lindii
2997;;Hieracium lissolepium
2998;;Hieracium luxurians 
2999;;Hieracium marginelliceps
3000;;Hieracium megachaetum
3001;;Hieracium murorum
3002;;Hieracium nemorivagum
3003;;Hieracium neopinnatifidum
3004;;Hieracium obatrescens
3005;;Hieracium oistophyllum
3006;;Hieracium orbicans
3007;;Hieracium orupense 
3008;;Hieracium pachyodon
3009;;Hieracium pardalinum
3010;;Hieracium pediaeum
3011;;Hieracium pellucidum
3012;;Hieracium perpropinquum
3013;;Hieracium philantrax 
3014;;Hieracium piliceps
3015;;Hieracium pinnatifidiforme
3016;;Hieracium pretiosum
3017;;Hieracium prolixum
3018;;Hieracium pseudanfractum
3019;;Hieracium pseudofioniae
3020;;Hieracium pseudogelertii
3021;;Hieracium pseudogratiosum
3022;;Hieracium pseudojutlandicum
3023;;Hieracium pseudopediaeum 
3024;;Hieracium pseudotorticeps 
3025;;Hieracium pycnodon 
3026;;Hieracium rebildense 
3027;;Hieracium rigidum
3028;;Hieracium scotostictum
3029;bjerg-høgeurt coll.;Hieracium sect. Alpestria 
3030;smalbladet høgeurt coll.;Hieracium sect. Hieracioides 
3031;skov-høgeurt coll.;Hieracium sect. Hieracium
3032;hjertebladet høgeurt coll.;Hieracium sect. Prenanthoidea 
3033;bredbladet høgeurt coll.;Hieracium sect. Sabauda
3034;rank høgeurt coll.;Hieracium sect. Tridentata
3035;almindelig høgeurt coll.;Hieracium sect. Vulgata
3036;;Hieracium segregatum
3037;;Hieracium semicaesium
3038;;Hieracium semicreperum
3039;;Hieracium semigothicum
3040;;Hieracium severiceps
3041;;Hieracium stenocranoides
3042;;Hieracium stenolepis 
3043;;Hieracium subaustrinum 
3044;;Hieracium subinforme
3045;;Hieracium sublactucaceum 
3046;;Hieracium subornatum
3047;;Hieracium subprolatescens
3048;;Hieracium subramosum
3049;;Hieracium subrectum
3050;;Hieracium subtriangulare 
3051;;Hieracium subvulgatiforme
3052;;Hieracium tenellifrons
3053;;Hieracium turbinicephalum
3054;smalbladet høgeurt;Hieracium umbellatum
3055;;Hieracium umbellatum var. eurobalticum 
3056;;Hieracium umbellatum var. linearifloium
3057;;Hieracium umbellatum var. umbellatum
3058;;Hieracium virescens
3059;;Hieracium virgultorum
3060;klæbrig høgeurt;Hieracium viscosum 
3061;;Hieracium vulgatiforme
3062;;Hieracium vulgatum
3063;;Hieracium vulgatum coll.
3064;;Hieracium wiinstedtii
3065;festgræsslægten;Hierochloë
3066;;Hierochloë alpina
3067;;Hierochloë australis
3068;;Hierochloë hirta
3069;;Hierochloë hirta ssp. arctica
3070;;Hierochloë hirta ssp. hirta
3071;festgræs;Hierochloë odorata
3072;;Hierochloë odorata coll.
3073;;Hierochloë odorata ssp. baltica
3074;;Hierochloë odorata ssp. odorata
3075;hestekastaniefamilien;Hippocastanaceae
3076;hesteskovikkeslægten;Hippocrepis
3077;gul hesteskovikke;Hippocrepis comosa
3078;perlebælg;Hippocrepis emerus
3079;havtornslægten;Hippophaë
3080;havtorn;Hippophaë rhamnoides
3081;vandspirfamilien;Hippuridaceae
3082;vandspirslægten;Hippuris
3083;;Hippuris lanceolata
3084;;Hippuris tetraphylla
3085;hestehale;Hippuris vulgaris
3086;bastardsennepslægten;Hirschfeldia
3087;bastardsennep;Hirschfeldia incana
3088;hestegræsslægten;Holcus
3089;fløjlsgræs;Holcus lanatus
3090;krybende hestegræs;Holcus mollis
3091;enårig hestegræs;Holcus setiglumis
3092;;Holodiscus
3093;amerikansk spiræa;Holodiscus discolor 
3094;skærmarveslægten;Holosteum
3095;skærmarve;Holosteum umbellatum
3096;strandarveslægten;Honckenya
3097;strandarve;Honckenya peploides
3098;skovbygslægten;Hordelymus
3099;skovbyg;Hordelymus europaeus
3100;bygslægten;Hordeum
3101;;Hordeum andicola
3102;knold-byg;Hordeum bulbosum
3103;;Hordeum compressum
3104;;Hordeum euclastum
3105;knæbøjet byg;Hordeum geniculatum
3106;egernhale-byg;Hordeum jubatum
3107;strand-byg;Hordeum marinum
3108;gold byg;Hordeum murinum
3109;hare-byg;Hordeum murinum ssp. leporinum 
3110;;Hordeum pubiflorum
3111;;Hordeum pusillum
3112;eng-byg;Hordeum secalinum
3113;;Hordeum violaceum
3114;almindelig byg;Hordeum vulgare
3115;toradet byg;Hordeum vulgare var. distichum
3116;seksradet byg;Hordeum vulgare var. vulgare
3117;stenkarseslægten;Hornungia
3118;stenkarse;Hornungia petraea
3119;hostaslægten;Hosta
3120;høst-funkia;Hosta lancifolia
3121;hostafamilien;Hostaceae
3122;vandrøllikeslægten;Hottonia
3123;vandrøllike;Hottonia palustris
3124;humleslægten;Humulus
3125;japansk humle;Humulus japonicus
3126;humle;Humulus lupulus
3127;ulvefodslægten i;Huperzia
3128;otteradet ulvefod;Huperzia selago
3129;hyacintfamilien;Hyacinthaceae
3130;skillaslægten ii;Hyacinthoides
3131;spansk skilla;Hyacinthoides hispanica
3132;;Hyacinthoides hispanica x non-scripta
3133;italiensk skilla;Hyacinthoides italica 
3134;klokke-skilla;Hyacinthoides non-scripta
3135;hyacintslægten;Hyacinthus
3136;hyacint;Hyacinthus orientalis
3137;hortensiefamilien;Hydrangeaceae
3138;frøbidslægten;Hydrocharis
3139;frøbid;Hydrocharis morsus-ranae
3140;frøbidfamilien;Hydrocharitaceae
3141;vandnavleslægten;Hydrocotyle
3142;;Hydrocotyle novae-zelandiae
3143;vandnavle;Hydrocotyle vulgaris
3144;honningurtfamilien;Hydrophyllaceae
3145;hindebregnefamilien;Hymenophyllaceae
3146;hindebregneslægten;Hymenophyllum
3147;hindebregne;Hymenophyllum wilsonii
3148;bulmeurtslægten;Hyoscyamus
3149;bulmeurt;Hyoscyamus niger
3150;seglskulpeslægten;Hypecoum
3151;seglskulpe;Hypecoum pendulum
3152;perikonslægten;Hypericum
3153;;Hypericum annulatum
3154;lådden perikon;Hypericum hirsutum
3155;dværg-perikon;Hypericum humifusum
3156;kantet perikon;Hypericum maculatum
