ArtID;NavnDansk;LatArt
1;ædelgranslægten;Abies
2;almindelig ædelgran;Abies alba
3;balsam-ædelgran;Abies balsamea
4;;Abies cephalonica
5;langnålet ædelgran;Abies concolor
6;kæmpegran;Abies grandis
7;;Abies homolepis
8;;Abies koreana
9;klippe-ædelgran;Abies lasiocarpa
10;californisk ædelgran;Abies lowiana
11;nordmannsgran;Abies nordmanniana
12;;Abies pinsapo
13;nobilis;Abies procera
14;sibirisk ædelgran;Abies sibirica
15;vidunder-ædelgran;Abies veitchii
16;kinajuteslægten;Abutilon
17;kinajute;Abutilon theophrasti
18;tornnødslægten;Acaena
19;biddy-tornnød;Acaena novae-zelandiae
20;akantusfamilien;Acanthaceae
21;lønslægten;Acer
22;navr;Acer campestre
23;;Acer campestre var. hebecarpum
24;;Acer campestre var. leiocarpum 
25;vin-løn;Acer circinatum
26;heldreichs løn;Acer heldreichii
27;;Acer lobelii
28;askebladet løn;Acer negundo
29;spids-løn;Acer platanoides
30;ahorn;Acer pseudoplatanus
31;ild-løn;Acer tataricum ssp. ginnala
32;russisk løn;Acer tataricum ssp. tataricum
33;;Acer trautvetteri
34;lønfamilien;Aceraceae
35;røllikeslægten;Achillea
36;balsam-røllike;Achillea ageratum
37;;Achillea asplenifolia
38;bakke-røllike;Achillea collina 
39;kam-røllike;Achillea crithmifolia
40;;Achillea distans ssp. tanacetifolia
41;pragt-røllike;Achillea filipendulina
42;;Achillea millefolium ssp. lanulosa
43;Almindelig røllike, hovedunderart;Achillea millefolium ssp. millefolium
44;ædel røllike;Achillea nobilis
45;ungarsk røllike;Achillea pannonica
46;nyse-røllike;Achillea ptarmica
47;;Achillea ptarmica x salicifolia
48;stor røllike;Achillea salicifolia
49;;Achillea setacea
50;sølvaksgræsslægten;Achnatherum
51;sølvaksgræs;Achnatherum calamagrostis
52;voldtimianslægten;Acinos
53;stormhatslægten;Aconitum
54;;Aconitum napellus
55;ægte stormhat;Aconitum napellus ssp. lusitanicum
56;;Aconitum nasutum
57;;Aconitum orientale
58;;Aconitum reclinatum
59;nordisk stormhat;Aconitum septentrionale
60;;Aconitum variegatum
61;;Aconitum vulparia
62;have-stormhat;Aconitum x stoerkianum
63;pileurtslægten v;Aconogonon
64;alpe-pileurt;Aconogonon alpinum
65;udpærret pileurt;Aconogonon divaricatum 
66;grå pileurt;Aconogonon weyrichii
67;blød pileurt;Aconogonon x fennicum
68;kalmusfamilien;Acoraceae
69;kalmusslægten;Acorus
70;kalmus;Acorus calamus
71;;Acroptilon
72;;Acroptilon repens
73;druemunkeslægten;Actaea
74;rød druemunke;Actaea erythrocarpa
75;;Actaea erythrocarpa x spicata
76;druemunke;Actaea spicata
77;adonisslægten;Adonis
78;høst-adonis;Adonis annua
79;vår-adonis;Adonis vernalis
80;desmerurtslægten;Adoxa
81;desmerurt;Adoxa moschatellina
82;desmerurtfamilien;Adoxaceae
83;gedeøjeslægten;Aegilops
84;smalakset gedeøje;Aegilops cylindrica
85;gold gedeøje;Aegilops neglecta
86;knæbøjet gedeøje;Aegilops geniculata
87;trestakket gedeøje;Aegilops triuncialis
88;skvalderkålslægten;Aegopodium
89;skvalderkål;Aegopodium podagraria
90;hestekastanieslægten;Aesculus
91;hestekastanie;Aesculus hippocastanum
92;halvsvøbslægten;Aethusa
93;hundepersille;Aethusa cynapium
94;liden hundepersille;Aethusa cynapium var. agrestis
95;smal hundepersille;Aethusa cynapium var. cynapium
96;have-hundepersille;Aethusa cynapium var. domestica
97;stor hundepersille;Aethusa cynapium var. gigantea
98;agavefamilien;Agavaceae
99;ageratinaslægten;Ageratina
100;hvid ageratina;Ageratina altissima
101;blåkvastslægten;Ageratum
102;almindelig blåkvast;Ageratum houstonianum
103;agermåneslægten;Agrimonia
104;almindelig agermåne;Agrimonia eupatoria
105;russisk agermåne;Agrimonia pilosa
106;vellugtende agermåne;Agrimonia procera
107;kvikslægten iii;Agropyron
108;børstekvik;Agropyron cristatum
109;klinteslægten;Agrostemma
110;klinte;Agrostemma githago
111;hveneslægten;Agrostis
112;hunde-hvene;Agrostis canina
113;;Agrostis canina x capillaris
114;;Agrostis canina x gigantea
115;;Agrostis canina x stolonifera
116;almindelig hvene;Agrostis capillaris
117;;Agrostis capillaris x gigantea
118;;Agrostis capillaris x stolonifera
119;;Agrostis capillaris x vinealis
120;svensk hvene;Agrostis clavata
121;stortoppet hvene;Agrostis gigantea
122;;Agrostis gigantea x stolonifera
123;;Agrostis gigantea x tenuis
124;fjeld-hvene;Agrostis mertensii
125;;Agrostis mertensii x capillaris
126;;Agrostis mertensii x stolonifera
127;;Agrostis mertensii x vinealis
128;bleg hvene;Agrostis pourretii
129;rugrenet hvene;Agrostis scabra
130;kryb-hvene;Agrostis stolonifera
131;klit-hvene;Agrostis stolonifera var. maritima
132;;Agrostis stolonifera var. stolonifera
133;sand-hvene;Agrostis stricta
134;skyrækkerslægten;Ailanthus
135;skyrækker;Ailanthus altissima
136;dværgbunkeslægten;Aira
137;udspærret dværgbunke;Aira caryophyllea
138;;Aira caryophyllea ssp. caryophyllea
139;mangestænglet dværgbunke;Aira caryophyllea ssp. multiculmis
140;hår-dværgbunke;Aira elegantissima
141;tidlig dværgbunke;Aira praecox
142;middagsblomstfamilien;Aizoaceae
143;læbeløsslægten;Ajuga
144;gul læbeløs;Ajuga chamaepitys
145;;Ajuga chamaepitys ssp. chia
146;fjeld-læbeløs;Ajuga genevensis
147;;Ajuga genevensis x reptans
148;pyramide-læbeløs;Ajuga pyramidalis
149;;Ajuga pyramidalis x reptans
150;krybende læbeløs;Ajuga reptans
151;stokroseslægten;Alcea
152;have-stokrose;Alcea rosea
153;løvefodslægten;Alchemilla
154;spidslappet løvefod;Alchemilla acutiloba
155;bjerg-løvefod;Alchemilla alpina
156;;Alchemilla alpina coll.
157;baltisk løvefod;Alchemilla baltica
158;nordlig løvefod;Alchemilla borealis
159;sølv-løvefod;Alchemilla conjuncta
160;bølgebladet løvefod;Alchemilla cymatophylla
161;færøsk løvefod;Alchemilla faeroensis
162;;Alchemilla filicaulis
163;trådstænglet løvefod;Alchemilla filicaulis var. filicaulis
164;håret løvefod;Alchemilla filicaulis var. vestita
165;glat løvefod;Alchemilla glabra
166;glatstænglet løvefod;Alchemilla glabricaulis
167;blågrøn løvefod;Alchemilla glaucescens
168;nøgleblomstret løvefod;Alchemilla glomerulans
169;syvlappet løvefod;Alchemilla heptagona
170;stivhåret løvefod;Alchemilla hirsuticaulis
171;;Alchemilla hybrida coll.
172;;Alchemilla kolaensis
173;finsk løvefod;Alchemilla leiophylla
174;glansbladet løvefod;Alchemilla micans
175;lådden løvefod;Alchemilla mollis
176;grå løvefod;Alchemilla monticola
177;nyrebladet løvefod;Alchemilla murbeckiana
178;svensk løvefod;Alchemilla oxyodonta
179;foldbladet løvefod;Alchemilla plicata
180;russisk løvefod;Alchemilla polemochora
181;hjulbladet løvefod;Alchemilla propinqua
182;tykbladet løvefod;Alchemilla samuelssonii
183;ukrainsk løvefod;Alchemilla sarmatica
184;halvmåne-løvefod;Alchemilla semilunaris
185;;Alchemilla stellaris
186;butlappet løvefod;Alchemilla subcrenata
187;skrænt-løvefod;Alchemilla subglobosa
188;almindelig løvefod;Alchemilla vulgaris coll.
189;kløftet løvefod;Alchemilla wichurae
190;gulgrøn løvefod;Alchemilla xanthochlora
191;skebladslægten;Alisma
192;kortskaftet skeblad;Alisma gramineum
193;kortskaftet skeblad, submers;Alisma gramineum f. submersum
194;lancet-skeblad;Alisma lanceolatum
195;lancet-skeblad, submers;Alisma lanceolatum f. submersum
196;;Alisma lanceolatum x plantago-aquatica
197;vejbred-skeblad;Alisma plantago-aquatica
198;vejbred-skeblad, submers;Alisma plantago-aquatica f. submersum
199;liden skeblad;Alisma wahlenbergii
200;skebladfamilien;Alismataceae
201;løgfamilien;Alliaceae
202;løgkarseslægten;Alliaria
203;løgkarse;Alliaria petiolata
204;løgslægten;Allium
205;;Allium altissimum 
206;russisk løg;Allium angulosum
207;;Allium atropurpureum
208;;Allium caeruleum
209;kølet løg;Allium carinatum
210;kepa-løg;Allium cepa
211;;Allium cepa var. cepa
212;;Allium cepa var. viviparum
213;orientalsk prydløg;Allium christophii 
214;pibe-løg;Allium fistulosum
215;;Allium lineare
216;guld-løg;Allium moly
217;vild løg;Allium oleraceum
218;spøjs løg;Allium paradoxum
219;porre;Allium porrum
220;rund løg;Allium rotundum
221;pur-løg;Allium schoenoprasum
222;alvar-løg;Allium schoenoprasum var. alvarense
223;almindelig pur-løg;Allium schoenoprasum var. schoenoprasum
224;arktisk løg;Allium schoenoprasum var. sibiricum
225;skov-løg;Allium scorodoprasum
226;;Allium senescens
227;kantet løg;Allium senescens ssp. montanum
228;rundhoved-løg;Allium sphaerocephalon
229;rams-løg;Allium ursinum
230;sand-løg;Allium vineale
231;purpur sand-løg;Allium vineale var. purpureum
232;almindelig sand-løg;Allium vineale var. vineale
233;elleslægten;Alnus
234;hjertebladet el;Alnus cordata 
235;rød-el;Alnus glutinosa
236;rød- x grå-el;Alnus glutinosa x incana
237;grå-el;Alnus incana
238;karelsk grå-el;Alnus incana var. argentata
239;;Alnus incana var. incana
240;;Alnus incana var. virescens
241;rynket el;Alnus rugosa
242;alaska-el;Alnus sinuata
243;grøn el;Alnus viridis
244;vippeblomstslægten;Alonsoa
245;vippeblomst;Alonsoa warscewiczii
246;rævehaleslægten;Alopecurus
247;gul rævehale;Alopecurus aequalis
248;;Alopecurus aequalis x geniculatus
249;;Alopecurus aequalis x pratensis
250;;Alopecurus alpinus
251;sort rævehale;Alopecurus arundinaceus
252;;Alopecurus arundinaceus x geniculatus
253;sort x eng-rævehale;Alopecurus arundinaceus x pratensis
254;;Alopecurus bulbosus
255;knæbøjet rævehale;Alopecurus geniculatus
256;knold-rævehale;Alopecurus geniculatus var. bulbosus
257;;Alopecurus geniculatus var. geniculatus
258;knæbøjet x eng-rævehale;Alopecurus geniculatus x pratensis
259;ager-rævehale;Alopecurus myosuroides
260;eng-rævehale;Alopecurus pratensis
261;opblæst rævehale;Alopecurus rendlei
262;lægestokroseslægten;Althaea
263;enårig lægestokrose;Althaea hirsuta
264;lægestokrose;Althaea officinalis
265;krognålslægten;Alyssum
266;grådodder;Alyssum alyssoides
267;liden krognål;Alyssum campestre
268;steppe-grådodder;Alyssum turkestanicum
269;;Alyssum hirsutum
270;bjerg-krognål;Alyssum montanum
271;sølv-krognål;Alyssum murale
272;amarantfamilien;Amaranthaceae
273;amarantslægten;Amaranthus
274;hvid amarant;Amaranthus albus
275;skebladet amarant;Amaranthus blitoides
276;plet-amarant;Amaranthus blitum
277;rævehale-amarant;Amaranthus caudatus
278;;Amaranthus crispus
279;krybende amarant;Amaranthus deflexus
280;græsk amarant;Amaranthus graecizans
281;smalbladet græsk amarant;Amaranthus graecizans ssp. graecizans
282;bredbladet græsk amarant;Amaranthus graecizans ssp. sylvestris
283;top-amarant;Amaranthus hybridus
284;ægte top-amarant;Amaranthus hybridus ssp. cruentus
285;grøn top-amarant;Amaranthus hybridus ssp. hybridus
286;kortakset top-amarant;Amaranthus hybridus ssp. hypochondriacus
287;tykgrenet top-amarant;Amaranthus hybridus ssp. powellii
288;;Amaranthus lividus var. ascendens
289;;Amaranthus macrocarpus
290;;Amaranthus muricatus
291;mølle-amarant;Amaranthus palmeri 
292;;Amaranthus paniculatus
293;;Amaranthus powellii
294;;Amaranthus quitensis
295;opret amarant;Amaranthus retroflexus
296;;Amaranthus rudis
297;tornet amarant;Amaranthus spinosus
298;argentinsk amarant;Amaranthus standleyanus
299;;Amaranthus thunbergii
300;slank amarant;Amaranthus viridis
301;amaryllisfamilien;Amaryllidaceae
302;;Amberboa
303;duft-knopurt;Amberboa moschata 
304;ambrosieslægten;Ambrosia
305;bynke-ambrosie;Ambrosia artemisiifolia
306;krybende ambrosie;Ambrosia psilostachya
307;trefliget ambrosie;Ambrosia trifida
308;bærmispelslægten;Amelanchier
309;ellebladet bærmispel;Amelanchier alnifolia 
310;;Amelanchier confusa
311;;Amelanchier laevis
312;almindelig bærmispel;Amelanchier lamarckii
313;aks-bærmispel;Amelanchier spicata
314;;Amenthystea
315;;Amenthystea coerulea
316;kongekommenslægten;Ammi
317;kongekommen;Ammi majus
318;sydlig kongekommen;Ammi visnaga
319;hjælmeslægten;Ammophila
320;sand-hjælme;Ammophila arenaria
321;;Ammophila arenaria x Calamagrostis arundinacea
322;østersø-hjælme;Ammophila arenaria x Calamagrostis epigeios
323;;Ammophila arenaria x Calamagrostis epigeios nm. epigeioidea
324;;Ammophila arenaria x Calamagrostis epigeios nm. intermedia
325;;Ammophila arenaria x Calamagrostis epigeios nm. subarenariae
326;gulurtslægten;Amsinckia
327;;Amsinckia arenaria
328;;Amsinckia calycina
329;;Amsinckia douglasiana
330;;Amsinckia eastwoodae
331;;Amsinckia intermedia
332;hønse-gulurt;Amsinckia lycopsoides
333;;Amsinckia menziesii
334;småblomstret gulurt;Amsinckia micrantha
335;;Amsinckia retrorsa
336;;Amsinckia tessalata
337;horndragerslægten;Anacamptis
338;salep-gøgeurt;Anacamptis morio
339;horndrager;Anacamptis pyramidalis
340;sumakfamilien;Anacardiaceae
341;ringblomstslægten;Anacyclus
342;;Anacyclus clavatus
343;ringblomst;Anacyclus radiatus
344;arveslægten;Anagallis
345;rød arve;Anagallis arvensis
346;;Anagallis arvensis f. azurea
347;blå arve;Anagallis foemina
348;knudearve;Anagallis minimus
349;pragt-arve;Anagallis monelli ssp. hortensis
350;spæd arve;Anagallis tenella
351;perlekurvslægten;Anaphalis
352;perlekurv;Anaphalis margaritacea
353;oksetungeslægten;Anchusa
354;krumhals;Anchusa arvensis
355;;Anchusa arvensis ssp. arvensis
356;;Anchusa arvensis ssp. orientalis
357;italiensk oksetunge;Anchusa azurea
358;;Anchusa ochroleuca
359;læge-oksetunge;Anchusa officinalis
360;;Anchusa undulata
361;rosmarinlyngslægten;Andromeda
362;rosmarinlyng;Andromeda polifolia
363;fjeldarveslægten;Androsace
364;;Androsace elongata
365;nordisk fjeldarve;Androsace septentrionalis
366;filtkurvslægten;Andryala
367;almindelig filtkurv;Andryala integrifolia
368;anemoneslægten i;Anemone
369;;Anemone apennina
370;apenniner-anemone;Anemone apennina var. apennina
371;blegblå anemone;Anemone apennina var. pallida
372;balkan-anemone;Anemone blanda
373;høst-anemone;Anemone hupehensis
374;hvid anemone;Anemone nemorosa
375;svovlgul anemone;Anemone nemorosa x ranunculoides
376;åben kobjælde;Anemone patens
377;;Anemone patens x pratensis
378;nikkende kobjælde;Anemone pratensis
379;;Anemone pratensis x pulsatilla
380;;Anemone pratensis x vernalis
381;opret kobjælde;Anemone pulsatilla
382;;Anemone pulsatilla var. gotlandica
383;;Anemone pulsatilla x vernalis
384;gul anemone;Anemone ranunculoides
385;sommer-anemone;Anemone sylvestris
386;sølv-anemone;Anemone tomentosa
387;bredfliget anemone;Anemone trifolia
388;vår-kobjælde;Anemone vernalis
389;ranunkelanemoneslægten;Anemonidium
390;ranunkelanemone;Anemonidium canadense
391;dildslægten;Anethum
392;dild;Anethum graveolens
393;kvanslægten;Angelica
394;kvan;Angelica archangelica
395;fjeld-kvan;Angelica archangelica ssp. archangelica
396;strand-kvan;Angelica archangelica ssp. litoralis
397;angelik;Angelica sylvestris
398;hejreslægten III;Anisantha
399;storakset hejre;Anisantha diandra
400;spansk hejre;Anisantha madritensis 
401;stiv hejre;Anisantha rigida
402;gold hejre;Anisantha sterilis 
403;tag-hejre;Anisantha tectorum 
404;;Anoda
405;;Anoda cristata
406;kattefodslægten;Antennaria
407;bjerg-kattefod;Antennaria alpina
408;;Antennaria boecherana
409;kattefod;Antennaria dioica
410;;Antennaria hibernica
411;norsk kattefod;Antennaria nordhageniana
412;porsilds kattefod;Antennaria porsildii
413;;Antennaria villifera
414;gåseurtslægten;Anthemis
415;ager-gåseurt;Anthemis arvensis
416;ager- x farve-gåseurt;Anthemis arvensis x tinctoria
417;østrigsk gåseurt;Anthemis austriaca
418;stinkende gåseurt;Anthemis cotula
419;;Anthemis muricata 
420;russisk gåseurt;Anthemis ruthenica
421;farve-gåseurt;Anthemis tinctoria
422;edderkopurtfamilien;Anthericaceae
423;edderkopurtslægten;Anthericum
424;ugrenet edderkopurt;Anthericum liliago
425;ugrenet x grenet edderkopurt;Anthericum liliago x ramosum
426;grenet edderkopurt;Anthericum ramosum
427;gulaksslægten;Anthoxanthum
428;enårig gulaks;Anthoxanthum aristatum
429;vellugtende gulaks;Anthoxanthum odoratum
430;;Anthoxanthum odoratum ssp. alpinum
431;;Anthoxanthum odoratum ssp. odoratum
432;kørvelslægten;Anthriscus
433;gærde-kørvel;Anthriscus caucalis
434;have-kørvel;Anthriscus cerefolium
435;vild kørvel;Anthriscus sylvestris
436;rundbælgslægten;Anthyllis
437;rundbælg;Anthyllis vulneraria
438;islandsk rundbælg;Anthyllis vulneraria ssp. borealis
439;almindelig rundbælg;Anthyllis vulneraria ssp. carpatica
440;;Anthyllis vulneraria ssp. carpatica var. pseudovulneraria 
441;dansk rundbælg;Anthyllis vulneraria ssp. danica 
442;;Anthyllis vulneraria ssp. fennica
443;laplands-rundbælg;Anthyllis vulneraria ssp. lapponica
444;strand-rundbælg;Anthyllis vulneraria ssp. maritima 
445;;Anthyllis vulneraria ssp. polyphylla
446;;Anthyllis vulneraria ssp. vulneraria
447;;Anthyllis vulneraria ssp. vulneraria var. coccinea
448;klit-rundbælg;Anthyllis vulneraria ssp. vulneraria var. langei
449;liden rundbælg;Anthyllis vulneraria ssp. vulneraria var. vulneraria
450;løvemundslægten;Antirrhinum
451;have-løvemund;Antirrhinum majus
452;vindaksslægten;Apera
453;alvar-vindaks;Apera interrupta
454;vindaks;Apera spica-venti
455;dværgløvefodslægten;Aphanes
456;almindelig dværgløvefod;Aphanes arvensis
457;småfrugtet dværgløvefod;Aphanes australis
458;skærmplantefamilien;Apiaceae
459;sellerislægten;Apium
460;vild selleri;Apium graveolens
461;svømmende sumpskærm;Apium inundatum
462;svømmende sumpskærm, submers;Apium inundatum f. submersum
463;;Apium leptophyllum
464;;Apium nodiflorum
465;krybende sumpskærm;Apium repens
466;singrønfamilien;Apocynaceae
467;;Apocynum
468;bredbladet hundedød;Apocynum androsaemifolium
469;;Aposeris
470;;Aposeris foetida
471;;Aptenia
472;middagshjerte;Aptenia cordifolia
473;kristtornfamilien;Aquifoliaceae
474;akelejeslægten;Aquilegia
475;almindelig akeleje;Aquilegia vulgaris
476;gåsemadslægten;Arabidopsis
477;svensk gåsemad;Arabidopsis suecica
478;almindelig gåsemad;Arabidopsis thaliana
479;kalkkarseslægten;Arabis
480;fjeld-kalkkarse;Arabis alpina
481;;Arabis alpina var. alpina
482;;Arabis alpina var. glabrata
483;;Arabis borealis
484;hvid kalkkarse;Arabis caucasica
485;nikkende kalkkarse;Arabis ciliata
486;;Arabis corymbiflora
487;tårnurt;Arabis glabra
488;stivhåret kalkkarse;Arabis hirsuta
489;glat kalkkarse;Arabis hirsuta var. glaberrima
490;;Arabis hirsuta var. hirsuta
491;;Arabis pendula
492;;Arabis planisiliqua
493;arumfamilien;Araceae
494;jordnødslægten;Arachis
495;jordnød;Arachis hypogaea
496;aralieslægten;Aralia
497;;Aralia californica
498;fandens spadserestok;Aralia chinensis
499;vedbendfamilien;Araliaceae
500;polarhveneslægten;Arctagrostis
501;polarhvene;Arctagrostis latifolia
502;burreslægten;Arctium
503;glat burre;Arctium lappa
504;glat x liden burre;Arctium lappa x minus
505;;Arctium lappa x nemorosum
506;glat x filtet burre;Arctium lappa x tomentosum
507;liden burre;Arctium minus
508;gul burre;Arctium minus x nemorosum
509;liden x filtet burre;Arctium minus x tomentosum
510;skov-burre;Arctium nemorosum
511;;Arctium nemorosum ssp. nemorosum
512;;Arctium nemorosum ssp. pubens
513;;Arctium nemorosum x tomentosum
514;filtet burre;Arctium tomentosum
515;;Arctophila
516;;Arctophila fulva
517;;Arctophila fulva var. pendulina
518;melbærrisslægten;Arctostaphylos
519;bjerg-melbærris;Arctostaphylos alpinus
520;hede-melbærris;Arctostaphylos uva-ursi
521;palmefamilien;Arecaceae
522;markarveslægten;Arenaria
523;middelhavs-markarve;Arenaria balearica
524;;Arenaria biflora
525;;Arenaria ciliata
526;;Arenaria gothica
527;;Arenaria humifusa
528;spæd markarve;Arenaria leptoclados
529;;Arenaria norvegica
530;;Arenaria rotundifolia 
531;markarve;Arenaria serpyllifolia
532;kyst-markarve;Arenaria serpyllifolia ssp. lloydii
533;almindelig markarve;Arenaria serpyllifolia ssp. serpyllifolia
534;pigvalmueslægten;Argemone
535;mexicansk pigvalmue;Argemone mexicana
536;gåsepotentilslægten;Argentina
537;gåsepotentil;Argentina anserina
538;slangerodslægten;Aristolochia
539;hjertebladet slangerod;Aristolochia clematitis
540;tobakspibeplante;Aristolochia macrophylla
541;slangerodfamilien;Aristolochiaceae
542;engelskgræsslægten;Armeria
543;engelskgræs;Armeria maritima
544;vej-engelskgræs;Armeria maritima ssp. elongata
545;strand-engelskgræs;Armeria maritima ssp. maritima
546;fjeld-engelskgræs;Armeria maritima ssp. sibirica
547;peberrodslægten;Armoracia
548;peberrod;Armoracia rusticana
549;guldblommeslægten;Arnica
550;arktisk guldblomme;Arnica angustifolia
551;guldblomme;Arnica montana
552;svineøjeslægten;Arnoseris
553;svineøje;Arnoseris minima
554;surbærslægten;Aronia
555;brunfrugtet surbær;Aronia arbutifolia
556;draphavreslægten;Arrhenatherum
557;draphavre;Arrhenatherum elatius
558;knoldet draphavre;Arrhenatherum elatius var. bulbosum
559;almindelig draphavre;Arrhenatherum elatius var. elatius
560;bynkeslægten;Artemisia
561;ambra;Artemisia abrotanum
562;have-malurt;Artemisia absinthium
563;enårig malurt;Artemisia annua
564;;Artemisia austriaca
565;toårig bynke;Artemisia biennis
566;mark-bynke;Artemisia campestris
567;;Artemisia campestris ssp. bottnica
568;;Artemisia campestris ssp. campestris
569;;Artemisia campestris ssp. caudata 
570;russisk esdragon;Artemisia dracunculus
571;;Artemisia gnaphalodes
572;;Artemisia maritima ssp. humifusa
573;;Artemisia maritima ssp. maritima
574;;Artemisia norvegica
575;;Artemisia oelandica
576;pontisk bynke;Artemisia pontica
577;;Artemisia rupestris
578;grenet bynke;Artemisia scoparia
579;;Artemisia siversiana
580;sølv-bynke;Artemisia stelleriana
581;pilebladet bynke;Artemisia verlotorum
582;grå-bynke;Artemisia vulgaris
583;;Artemisia vulgaris ssp. mexicana 
584;;Artemisia vulgaris ssp. selengensis
585;;Artemisia vulgaris var. coarctata
586;almindelig grå-bynke;Artemisia vulgaris var. vulgaris
587;arumslægten;Arum
588;dansk arum;Arum alpinum ssp. danicum
589;italiensk arum;Arum italicum
590;plettet arum;Arum maculatum
591;;Arum orientale
592;;Arum orientale ssp. danicum
593;fjerbuskslægten;Aruncus
594;fjerbusk;Aruncus dioicus
595;hasselurtslægten;Asarum
596;hasselurt;Asarum europaeum
597;silkeplanteslægten;Asclepias
598;kæmpe-silkeplante;Asclepias syriaca
599;aspargesfamilien;Asparagaceae
600;aspargesslægten;Asparagus
601;asparges;Asparagus officinalis
602;riverslægten;Asperugo
603;river;Asperugo procumbens
604;mysikeslægten;Asperula
605;blåmærke;Asperula arvensis
606;gul mysike;Asperula laevigata
607;orientalsk mysike;Asperula orientalis
608;;Asperula taurina
609;farve-mysike;Asperula tinctoria
610;affodilfamilien;Asphodelaceae
611;kejserlysslægten;Asphodeline
612;kejserlys;Asphodeline lutea
613;affodilslægten;Asphodelus
614;hvid affodil;Asphodelus albus
615;hulstilket affodil;Asphodelus fistulosus
616;;Aspidiaceae
617;radeløvfamilien;Aspleniaceae
618;radeløvslægten;Asplenium
619;sort radeløv;Asplenium adiantum-nigrum
620;brun radeløv;Asplenium adulterinum
621;;Asplenium adulterinum x trichomanes
622;;Asplenium adulterinum x viride
623;;Asplenium cuneifolium
624;kyst-radeløv;Asplenium marinum
625;murrude;Asplenium ruta-muraria
626;;Asplenium ruta-muraria x septentrionale
627;hjortetunge;Asplenium scolopendrium
628;nordisk radeløv;Asplenium septentrionale
629;;Asplenium septentrionale x trichomanes
630;;Asplenium trichomanes
631;;Asplenium trichomanes ssp. inexpectans
632;kalk-radeløv;Asplenium trichomanes ssp. quadrivalens
633;rundfinnet radeløv;Asplenium trichomanes ssp. trichomanes
634;lysegrøn radeløv;Asplenium viride
635;astersslægten;Aster
636;virgil-asters;Aster amellus
637;lyng-asters;Aster ericoides
638;;Aster laevis
639;;Aster lanceolatus
640;;Aster linosyris
641;storbladet asters;Aster macrophyllus
642;duft-asters;Aster novae-angliae
643;virginia-asters;Aster novi-belgii
644;;Aster schreberi
645;sibirsk asters;Aster sibiricus
646;;Aster tradescantii
647;pilebladet asters;Aster x salignus
648;kurvplantefamilien;Asteraceae
649;astilbeslægten;Astilbe
650;;Astilbe japonica
651;hybrid-astilbe;Astilbe x arendsii
652;;Astilboides
653;parasolblad;Astilboides tabularis
654;astragelleslægten;Astragalus
655;alpe-astragel;Astragalus alpinus
656;lys alpe-astragal;Astragalus alpinus ssp. alpinus
657;mørk alpe-astragel;Astragalus alpinus ssp. arcticus
658;sand-astragel;Astragalus arenarius
659;rundbælget astragel;Astragalus cicer
660;dansk astragel;Astragalus danicus
661;gul astragel;Astragalus frigidus
662;sød astragel;Astragalus glycyphyllos
663;krog-astragel;Astragalus hamosus
664;norsk astragel;Astragalus norvegicus
665;blære-astragel;Astragalus penduliflorus
666;stjerneskærmslægten;Astrantia
667;stor stjerneskærm;Astrantia major
668;kaukasisk stjerneskærm;Astrantia maxima
669;fjerbregnefamilien;Athyriaceae
670;fjerbregneslægten;Athyrium
671;fjeld-fjerbregne;Athyrium distentifolium
672;fjerbregne;Athyrium filix-femina
673;;Atocion
674;knippe-limurt;Atocion armeria
675;mældeslægten;Atriplex
676;;Atriplex acuminata
677;;Atriplex argentea
678;;Atriplex australasica
679;skønbægret mælde;Atriplex calotheca
680;;Atriplex calotheca x glabriuscula
681;;Atriplex calotheca x longipes ssp. longipes
682;;Atriplex calotheca x prostrata
683;tand-mælde;Atriplex deltoidea
684;tykbladet mælde;Atriplex glabriuscula
685;;Atriplex glabriuscula x longipes
686;;Atriplex glabriuscula x prostrata
687;;Atriplex hortensis
688;have-mælde;Atriplex hortensis ssp. hortensis
689;sølv-mælde;Atriplex laciniata
690;;Atriplex lapponica
691;bredbladet mælde;Atriplex latifolia
692;strand-mælde;Atriplex littoralis
693;;Atriplex littoralis x patula
694;;Atriplex littoralis x prostrata
695;;Atriplex longipes
696;stilk-mælde;Atriplex longipes ssp. longipes
697;;Atriplex longipes ssp. longipes x prostrata
698;tidlig stilk-mælde;Atriplex longipes ssp. praecox
699;svine-mælde;Atriplex patula
700;stilket kilebæger;Atriplex pedunculata
701;;Atriplex platensis
702;stilkløs kilebæger;Atriplex portulacoides
703;spyd-mælde;Atriplex prostrata
704;;Atriplex prostrata ssp. calotheca x prostrata ssp. prostrata
705;;Atriplex prostrata ssp. prostrata
706;;Atriplex rosea 
707;glans-mælde;Atriplex sagittata
708;;Atriplex sibirica
709;;Atriplex suberecta
710;tatarisk mælde;Atriplex tatarica
711;melet mælde;Atriplex triangularis
712;;Atriplex tricostata 
713;galnebærslægten;Atropa
714;galnebær;Atropa bella-donna
715;blåpudeslægten;Aubrieta
716;blåpude;Aubrieta x cultorum
717;guldslørslægten;Aurinia
718;;Aurinia petraea 
719;alpe-guldslør;Aurinia saxatile
720;havreslægten;Avena
721;skæg-havre;Avena barbata
722;rød havre;Avena byzantina
723;flyve-havre;Avena fatua
724;;Avena ludoviciana
725;almindelig havre;Avena sativa
726;sværd-havre;Avena sativa var. contracta
727;;Avena sativa var. sativa
728;gold havre;Avena sterilis ssp. sterilis
